text,label
"The warrants for Netanyahu and Gallant could affect their international travel, as some European leaders affirmed they would uphold their obligations as member states of the court.",real
"The International Criminal Court said the alleged crimes include starvation as a method of warfare, murder, persecution and other inhumane acts.",real
"Trump’s pick to run the Justice Department faced an all-but-impossible path to confirmation, even in a GOP-led Senate next year",real
"What if all you had to do was ask? For concise, factual answers to the questions you have right now, our new tool, Ask The Post AI, delivers AI-generated summaries from published Washington Post reporting.",real
"Weather warnings are in place for the storm with heavy rain, strong winds and disruptive snow forecast.",real
"US President Joe Biden calls the issuing of warrants against Israeli officials ""outrageous"".",real
Bondi is a former Florida attorney general and long-time ally of Trump.,real
"The number of leasehold dwellings has increased by 100,000 a year, figures show.",real
A BBC News investigation reveals multiple complaints about charges imposed by a major freeholder.,real
Friday's papers are led by the arrest warrant issued by the ICC and the death of a British lawyer in Laos.,real
Police release an image of Ms Brella and Pankaj Lamba on the night they believe he killed her.,real
The first official photo from the final Gavin and Stacey episode is released ahead of Christmas Day.,real
The former chief executive of the Captain Tom Foundation tells the BBC he uncovered what he considered questionable practices.,real
Briton Simone White dies after suspected methanol poisoning thought to have killed four others in Laos.,real
Thailand's Constitutional Court on Friday rejected a petition seeking to stop billionaire former premier Thaksin Shinawatra from interfering in the running of the ruling Pheu Thai party.,real
"Taiwan President Lai Ching-te will visit Taipei's three remaining diplomatic allies in the Pacific on a trip starting at the end of the month, his office said on Friday, but the government declined to give details on U.S. transit stops.",real
"The United States believes that Russia fired a never-before-fielded intermediate-range ballistic missile on Thursday in its attack on Ukraine, an escalation that analysts say could have implications for European missile defense.",real
"North Korean leader Kim Jong Un has accused the United States of ramping up tension and provocations, saying the Korean peninsula has never faced such risks of nuclear war as now, state media KCNA said on Friday.",real
The aim is to pressure Iran into entering negotiations on new restrictions on its nuclear activities.,real
"President Joe Biden dropped his opposition to Ukraine firing U.S. missiles at targets deep inside Russia in response to North Korea's entry to the war, a shift in U.S. policy that took on added urgency following Donald Trump's Nov. 5 election win, sources fam…",real
"Former Brazilian President Jair Bolsonaro plotted a coup to overturn the 2022 election along with dozens of ex-ministers and senior aides, federal police said in a formal accusation filed on Thursday with the country's Supreme Court.",real
Airstrikes pounded Beirut's southern suburbs and rockets flew into northern Israel.,real
The warrants are for alleged war crimes and crimes against humanity.,real
"It's the first time Russia has used such a powerful, long-range missile during the war.",real
Latest device is coming next week from Chinese company as it pushes ahead in technology despite U.S. sanctions,real
A clampdown on global corporate tax dodging turned Ireland into the nouveau riche man of Europe,real
"While growth stutters, a vast communist bureaucracy tries to liberate its workers from drudgery",real
Carrier wrongly thought breakneck growth and aggressive discounting were enough to create competitive moat,real
President-elect floated the idea during a Wednesday meeting with the former Fed governor,real
Republican lawmakers generally agree with the president-elect’s ambition to reshape the federal bureaucracy but sometimes balk at his wishes,real
Scores of airlines have stumbled into a war zone in the Middle East; ‘we were lucky’,real
"Stephen P. Lynch, who prefers to stay under the radar, says a deal for the Russian pipeline would serve long-term U.S. interests",real
More people are entering the holidays with a mindful relationship with alcohol. It turns out this isn’t a total drag.,real
Court alleges use of starvation as a weapon and direction of attacks against civilians,real
"The president-elect announced his plans to nominate the former Florida attorney general, who served on his impeachment defense team, to the Cabinet role hours after embattled former congressman Matt Gaetz withdrew his bid.",real
"Senators stressed that police had investigated a 2017 allegation that Pete Hegseth, Trump’s pick for defense secretary, had drugged and sexually assaulted a woman at a California political conference and declined to press charges.",real
"Deal struck as lawmakers battle over who will control federal courts and whether to add more judgeships as Republicans take control of White House, Senate.",real
"The severity of the Chinese breach highlights the need for more telecommunications regulation, lawmakers say.",real
Kennedy and advisers say the system drives doctors to perform costly surgeries rather than combating chronic disease.,real
"It was an early setback for Trump, and it shows that the system can still stand up to him — at least when it’s relatively easy to do so.",real
"The warrants for Netanyahu and Gallant could affect their international travel, as some European leaders affirmed they would uphold their obligations as member states of the court.",real
"The International Criminal Court said the alleged crimes include starvation as a method of warfare, murder, persecution and other inhumane acts.",real
